RU	Russia	Jewish Autonomous Oblast	Amurzet	Россия	Автономная Область Джевиш	Амурзет	97615	1835	YEV	182	47.69541000	131.09493000	Q1969845
RU	Russia	Jewish Autonomous Oblast	Babstovo	Россия	Автономная Область Джевиш	Бабстово	97742	1835	YEV	182	48.11853000	132.47913000	Q4074506
RU	Russia	Jewish Autonomous Oblast	Birakan	Россия	Автономная Область Джевиш	Биракан	97933	1835	YEV	182	48.99302000	131.72026000	Q31916114
RU	Russia	Jewish Autonomous Oblast	Birobidzhan	Россия	Автономная Область Джевиш	Биробиджан	97935	1835	YEV	182	48.79284000	132.92386000	Q7769
RU	Russia	Jewish Autonomous Oblast	Volochayevka Vtoraya	Россия	Автономная Область Джевиш	Волочаевка Вторая	102349	1835	YEV	182	48.56695000	134.58232000	Q37963128
RU	Russia	Jewish Autonomous Oblast	Bira	Россия	Автономная Область Джевиш	Дает	97932	1835	YEV	182	49.00135000	132.46826000	Q41822
RU	Russia	Jewish Autonomous Oblast	Izvestkovyy	Россия	Автономная Область Джевиш	Известковый	98760	1835	YEV	182	48.98043000	131.55274000	Q37816431
RU	Russia	Jewish Autonomous Oblast	Leninskoye	Россия	Автономная Область Джевиш	Ленинское	99578	1835	YEV	182	47.93501000	132.62025000	Q35715078
RU	Russia	Jewish Autonomous Oblast	Londoko	Россия	Автономная Область Джевиш	Лондон	99660	1835	YEV	182	49.01805000	131.99142000	Q1868873
RU	Russia	Jewish Autonomous Oblast	Priamurskiy	Россия	Автономная Область Джевиш	Приамурский	100813	1835	YEV	182	48.52716000	134.90359000	Q37963546
RU	Russia	Jewish Autonomous Oblast	Kul’dur	Россия	Автономная Область Джевиш	Кульдур	99439	1835	YEV	182	49.20465000	131.63840000	Q35705000
RU	Russia	Jewish Autonomous Oblast	Smidovich	Россия	Автономная Область Джевиш	Смидович	101411	1835	YEV	182	48.59647000	133.80866000	Q46632
RU	Russia	Jewish Autonomous Oblast	Khingansk	Россия	Автономная Область Джевиш	Хинганский	98982	1835	YEV	182	49.12821000	131.19322000	Q35695254
UA	Ukraine	Autonomous Republic of Crimea	Abrikosovka	Украина	Автономная Республика Крым	Абрикосовка	109305	4689	43	230	45.10759000	35.10139000	Q2222874
UA	Ukraine	Autonomous Republic of Crimea	Abrikosovo	Украина	Автономная Республика Крым	Абрикосово	109306	4689	43	230	45.69236000	34.10156000	Q2222874
UA	Ukraine	Autonomous Republic of Crimea	Agrarnoye	Украина	Автономная Республика Крым	Аграрное	109309	4689	43	230	45.01596000	34.05725000	Q4057514
UA	Ukraine	Autonomous Republic of Crimea	Azovskoye	Украина	Автономная Республика Крым	Азовское	109336	4689	43	230	45.58604000	34.56680000	Q2874307
UA	Ukraine	Autonomous Republic of Crimea	Akimovka	Украина	Автономная Республика Крым	Акимовка	109310	4689	43	230	45.51981000	34.82438000	Q4057514
UA	Ukraine	Autonomous Republic of Crimea	Aleksandrovka	Украина	Автономная Республика Крым	Александровка	109313	4689	43	230	45.57654000	34.09947000	Q4063216
UA	Ukraine	Autonomous Republic of Crimea	Alekseyevka	Украина	Автономная Республика Крым	Алексеевка	109314	4689	43	230	45.58194000	33.62980000	Q4063216
UA	Ukraine	Autonomous Republic of Crimea	Alupka	Украина	Автономная Республика Крым	Алупка	109315	4689	43	230	44.41808000	34.04531000	Q448047
UA	Ukraine	Autonomous Republic of Crimea	Alushta	Украина	Автономная Республика Крым	Алушта	109316	4689	43	230	44.67728000	34.40970000	Q46001
